Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0.711,0.711,0,1.00551,1.00551,0.421373,711,1
0.712,0.712,0,1.00692,1.00692,0.424748,712,1
0.713,0.713,0,1.00833,1.00833,0.428124,713,1
0.714,0.714,0,1.00975,1.00975,0.4315,714,1
0.715,0.715,0,1.01116,1.01116,0.434894,715,1
0.716,0.716,0,1.01258,1.01258,0.438387,716,1
0.717,0.717,0,1.01399,1.01399,0.441879,717,1
0.718,0.718,0,1.01541,1.01541,0.445372,718,1
0.719,0.719,0,1.01682,1.01682,0.448895,719,1
0.72,0.72,0,1.01823,1.01823,0.452509,720,1
0.721,0.721,0,1.01965,1.01965,0.456123,721,1
0.722,0.722,0,1.02106,1.02106,0.459737,722,1
0.723,0.723,0,1.02248,1.02248,0.463394,723,1
0.724,0.724,0,1.02389,1.02389,0.467133,724,1
0.725,0.725,0,1.0253,1.0253,0.470873,725,1
0.726,0.726,0,1.02672,1.02672,0.474612,726,1
0.727,0.727,0,1.02813,1.02813,0.478408,727,1
0.728,0.728,0,1.02955,1.02955,0.482277,728,1
0.729,0.729,0,1.03096,1.03096,0.486146,729,1
0.73,0.73,0,1.03238,1.03238,0.490015,730,1
0.731,0.731,0,1.03379,1.03379,0.493956,731,1
0.732,0.732,0,1.0352,1.0352,0.49796,732,1
0.733,0.733,0,1.03662,1.03662,0.501965,733,1
0.734,0.734,0,1.03803,1.03803,0.50597,734,1
0.735,0.735,0,1.03945,1.03945,0.510062,735,1
0.736,0.736,0,1.04086,1.04086,0.514207,736,1
0.737,0.737,0,1.04228,1.04228,0.518352,737,1
0.738,0.738,0,1.04369,1.04369,0.522497,738,1
0.739,0.739,0,1.0451,1.0451,0.526745,739,1
0.74,0.74,0,1.04652,1.04652,0.531034,740,1
0.741,0.741,0,1.04793,1.04793,0.535323,741,1
0.742,0.742,0,1.04935,1.04935,0.539612,742,1
0.743,0.743,0,1.05076,1.05076,0.544024,743,1
0.744,0.744,0,1.05217,1.05217,0.548465,744,1
0.745,0.745,0,1.05359,1.05359,0.552905,745,1
0.746,0.746,0,1.055,1.055,0.557346,746,1
0.747,0.747,0,1.05642,1.05642,0.561928,747,1
0.748,0.748,0,1.05783,1.05783,0.566525,748,1
0.749,0.749,0,1.05925,1.05925,0.571122,749,1
0.75,0.75,0,1.06066,1.06066,0.575718,750,1
0.751,0.751,0,1.06207,1.06207,0.580477,751,1
0.752,0.752,0,1.06349,1.06349,0.585236,752,1
0.753,0.753,0,1.0649,1.0649,0.589994,753,1
0.754,0.754,0,1.06632,1.06632,0.594769,754,1
0.755,0.755,0,1.06773,1.06773,0.599695,755,1
0.756,0.756,0,1.06915,1.06915,0.604622,756,1
0.757,0.757,0,1.07056,1.07056,0.609549,757,1
0.758,0.758,0,1.07197,1.07197,0.614508,758,1
0.759,0.759,0,1.07339,1.07339,0.619608,759,1
0.76,0.76,0,1.0748,1.0748,0.624707,760,1
0.761,0.761,0,1.07622,1.07622,0.629807,761,1
0.762,0.762,0,1.07763,1.07763,0.634957,762,1
0.763,0.763,0,1.07904,1.07904,0.640239,763,1
0.764,0.764,0,1.08046,1.08046,0.645521,764,1
0.765,0.765,0,1.08187,1.08187,0.650802,765,1
0.766,0.766,0,1.08329,1.08329,0.656154,766,1
0.767,0.767,0,1.0847,1.0847,0.661623,767,1
0.768,0.768,0,1.08612,1.08612,0.667092,768,1
0.769,0.769,0,1.08753,1.08753,0.672561,769,1
0.77,0.77,0,1.08894,1.08894,0.67812,770,1
0.771,0.771,0,1.09036,1.09036,0.683783,771,1
0.772,0.772,0,1.09177,1.09177,0.689445,772,1
0.773,0.773,0,1.09319,1.09319,0.695107,773,1
0.774,0.774,0,1.0946,1.0946,0.700883,774,1
0.775,0.775,0,1.09602,1.09602,0.706749,775,1
0.776,0.776,0,1.09743,1.09743,0.712614,776,1
0.777,0.777,0,1.09884,1.09884,0.718479,777,1
0.778,0.778,0,1.10026,1.10026,0.724481,778,1
0.779,0.779,0,1.10167,1.10167,0.730556,779,1
0.78,0.78,0,1.10309,1.10309,0.73663,780,1
0.781,0.781,0,1.1045,1.1045,0.742704,781,1
0.782,0.782,0,1.10591,1.10592,0.748942,782,1
0.783,0.783,0,1.10733,1.10733,0.755234,783,1
0.784,0.784,0,1.10874,1.10874,0.761525,784,1
0.785,0.785,0,1.11016,1.11016,0.767817,785,1
0.786,0.786,0,1.11157,1.11157,0.774299,786,1
0.787,0.787,0,1.11299,1.11299,0.780816,787,1
0.788,0.788,0,1.1144,1.1144,0.787333,788,1
0.789,0.789,0,1.11581,1.11581,0.793848,789,1
0.79,0.79,0,1.11723,1.11723,0.800584,790,1
0.791,0.791,0,1.11864,1.11864,0.807333,791,1
0.792,0.792,0,1.12006,1.12006,0.814082,792,1
0.793,0.793,0,1.12147,1.12147,0.820837,793,1
0.794,0.794,0,1.12289,1.12289,0.827832,794,1
0.795,0.795,0,1.1243,1.1243,0.834825,795,1
0.796,0.796,0,1.12571,1.12571,0.841818,796,1
0.797,0.797,0,1.12713,1.12713,0.848842,797,1
0.798,0.798,0,1.12854,1.12854,0.856088,798,1
0.799,0.799,0,1.12996,1.12996,0.863333,799,1
0.8,0.8,0,1.13137,1.13137,0.870577,800,1
0.801,0.801,0,1.13279,1.13279,0.877878,801,1
0.802,0.802,0,1.1342,1.1342,0.885383,802,1
0.803,0.803,0,1.13561,1.13561,0.892887,803,1
0.804,0.804,0,1.13703,1.13703,0.900391,804,1
